reaction,AR_smiles,AR_atom,AH_smiles,AH_atom,BR_smiles,BR_atom,BH_smiles,BH_atom,DGdd_pred,DGdd_true
N1-F1e-H1,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CS[C](C)c1ccccc1,2,CSC(C)c1ccccc1,2,15.87,15.70
N1-F1f-H1,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CO[C](C)c1ccccc1,2,COC(C)c1ccccc1,2,15.49,15.40
N1-F1h-H1,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,C[C](O)c1ccccc1,1,CC(O)c1ccccc1,1,15.49,15.30
N1-F1j-H1,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,C#C[C](C)Cl,2,C#CC(C)Cl,2,19.95,19.40
N1-F1k-H1,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,C#C[C](C)C(F)(F)F,2,C#CC(C)C(F)(F)F,2,23.48,23.30
N1-F1l-H1,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,C#C[C](C)C(C)=O,2,C#CC(C)C(C)=O,2,20.37,20.20
N1-F1m-H1,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,C[C](c1ccccc1)C(C)(C)C,1,CC(c1ccccc1)C(C)(C)C,1,23.13,23.30
N1-F1n-H1,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,C[C](c1ccccc1)N(C)C,1,CC(c1ccccc1)N(C)C,1,9.29,9.30
N1-G1a-H1,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,C[CH]c1ccccc1,1,CCc1ccccc1,1,16.71,16.20
N1-G1b-H1,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,N#C[CH]c1ccccc1,2,N#CCc1ccccc1,2,20.48,20.20
N1-G1c-H1,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,N[CH]c1ccccc1,1,NCc1ccccc1,1,12.85,12.90
N1-G1d-H1,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,O=[N+]([O-])[CH]c1ccccc1,3,O=[N+]([O-])Cc1ccccc1,3,24.06,23.80
N1-G1e-H1,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CS[CH]c1ccccc1,2,CSCc1ccccc1,2,14.98,14.80
N1-G1f-H1,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CO[CH]c1ccccc1,2,COCc1ccccc1,2,15.03,15.20
N1-G1h-H1,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,O[CH]c1ccccc1,1,OCc1ccccc1,1,15.83,16.20
N1-G1i-H1,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,[CH2]c1ccccc1,0,Cc1ccccc1,0,18.99,19.20
N1-G1j-H1,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,Cl[CH]c1ccccc1,1,ClCc1ccccc1,1,19.98,19.90
N1-G1k-H1,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,FC(F)(F)[CH]c1ccccc1,4,FC(F)(F)Cc1ccccc1,4,23.73,23.30
N1-G1l-H1,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)[CH]c1ccccc1,3,CC(=O)Cc1ccccc1,3,21.10,21.40
N1-G1m-H1,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(C)(C)[CH]c1ccccc1,4,CC(C)(C)Cc1ccccc1,4,20.85,20.70
N1-G1n-H1,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CN(C)[CH]c1ccccc1,3,CN(C)Cc1ccccc1,3,9.43,9.40
N1-H1a-H1,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,C#C[C](C)C,2,C#CC(C)C,2,17.40,17.30
N1-H1b-H1,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,C#C[C](C)C#N,2,C#CC(C)C#N,2,20.26,20.10
N1-H1c-H1,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,C#C[C](C)N,2,C#CC(C)N,2,14.04,14.20
N1-H1d-H1,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,C#C[C](C)[N+](=O)[O-],2,C#CC(C)[N+](=O)[O-],2,22.08,21.80
N1-H1e-H1,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,C#C[C](C)SC,2,C#CC(C)SC,2,15.27,15.10
N1-H1f-H1,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,C#C[C](C)OC,2,C#CC(C)OC,2,16.57,16.80
N1-H1h-H1,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,C#C[C](C)O,2,C#CC(C)O,2,16.93,16.70
N1-H1j-H1,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,C[C](Cl)c1ccccc1,1,CC(Cl)c1ccccc1,1,19.96,20.40
N1-H1k-H1,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,C[C](c1ccccc1)C(F)(F)F,1,CC(c1ccccc1)C(F)(F)F,1,22.40,22.50
N1-H1l-H1,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,C[C](C(C)=O)c1ccccc1,1,CC(=O)C(C)c1ccccc1,3,18.31,17.70
N1-H1m-H1,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,C#C[C](C)C(C)(C)C,2,C#CC(C)C(C)(C)C,2,18.96,18.90
N1-H1n-H1,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,C#C[C](C)N(C)C,2,C#CC(C)N(C)C,2,13.63,13.90
N1-I1a-H1,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC[C]=O,2,CCC=O,2,15.10,15.20
N1-I1b-H1,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,N#CC[C]=O,3,N#CCC=O,3,19.39,19.60
N1-I1c-H1,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,NC[C]=O,2,NCC=O,2,14.21,14.10
N1-I1d-H1,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,O=[C]C[N+](=O)[O-],1,O=CC[N+](=O)[O-],1,20.32,20.30
N1-I1e-H1,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CSC[C]=O,3,CSCC=O,3,16.21,16.40
N1-I1f-H1,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,COC[C]=O,3,COCC=O,3,15.89,16.20
N1-I1h-H1,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,O=[C]CO,1,O=CCO,1,14.92,14.90
N1-I1j-H1,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,O=[C]CCl,1,O=CCCl,1,17.94,18.10
N1-I1k-H1,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,O=[C]CC(F)(F)F,1,O=CCC(F)(F)F,1,18.73,18.80
N1-I1l-H1,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)C[C]=O,4,CC(=O)CC=O,4,15.25,14.90
N1-I1m-H1,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(C)(C)C[C]=O,5,CC(C)(C)CC=O,5,14.65,14.60
N1-I1n-H1,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CN(C)C[C]=O,4,CN(C)CC=O,4,12.89,12.40
N1-J1a-H1,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,Cc1ccc([C]=O)cc1,5,Cc1ccc(C=O)cc1,5,17.00,17.20
N1-J1b-H1,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,N#Cc1ccc([C]=O)cc1,6,N#Cc1ccc(C=O)cc1,6,18.68,18.70
N1-J1c-H1,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,Nc1ccc([C]=O)cc1,5,Nc1ccc(C=O)cc1,5,15.55,15.50
N1-J1d-H1,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,O=[C]c1ccc([N+](=O)[O-])cc1,1,O=Cc1ccc([N+](=O)[O-])cc1,1,18.88,18.70
N1-J1e-H1,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CSc1ccc([C]=O)cc1,6,CSc1ccc(C=O)cc1,6,17.02,17.20
N1-J1f-H1,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,COc1ccc([C]=O)cc1,6,COc1ccc(C=O)cc1,6,16.57,16.60
N1-J1h-H1,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,O=[C]c1ccc(O)cc1,1,O=Cc1ccc(O)cc1,1,16.60,16.80
N1-J1i-H1,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,O=[C]c1ccccc1,1,O=Cc1ccccc1,1,17.12,17.30
N1-J1j-H1,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,O=[C]c1ccc(Cl)cc1,1,O=Cc1ccc(Cl)cc1,1,17.94,17.90
N1-J1k-H1,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,O=[C]c1ccc(C(F)(F)F)cc1,1,O=Cc1ccc(C(F)(F)F)cc1,1,19.43,19.60
N1-J1l-H1,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)c1ccc([C]=O)cc1,7,CC(=O)c1ccc(C=O)cc1,7,17.81,17.90
N1-J1m-H1,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(C)(C)c1ccc([C]=O)cc1,8,CC(C)(C)c1ccc(C=O)cc1,8,17.13,17.20
N1-J1n-H1,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CN(C)c1ccc([C]=O)cc1,7,CN(C)c1ccc(C=O)cc1,7,15.65,15.70
N1-SI1-H1,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,C[C]=O,1,CC=O,1,15.26,15.40
N1-SI2-H1,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(C)[C]=O,3,CC(C)C=O,3,14.44,14.00
N1-SI3-H1,CC(=O)[N]c1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,3,CC(C)(C)[C]=O,4,CC(C)(C)C=O,4,14.89,15.00
N2-A1a-H1,C[N]S(=O)(=O)c1ccccc1,1,CNS(=O)(=O)c1ccccc1,1,[CH2]C,0,CC,0,19.18,19.30
N2-A1b-H1,C[N]S(=O)(=O)c1ccccc1,1,CNS(=O)(=O)c1ccccc1,1,[CH2]C#N,0,CC#N,0,24.14,24.10
N2-A1c-H1,C[N]S(=O)(=O)c1ccccc1,1,CNS(=O)(=O)c1ccccc1,1,[CH2]N,0,CN,0,12.66,12.60
N2-A1d-H1,C[N]S(=O)(=O)c1ccccc1,1,CNS(=O)(=O)c1ccccc1,1,[CH2][N+](=O)[O-],0,C[N+](=O)[O-],0,27.04,27.20
N2-A1e-H1,C[N]S(=O)(=O)c1ccccc1,1,CNS(=O)(=O)c1ccccc1,1,[CH2]SC,0,CSC,0,15.94,16.20
N2-A1f-H1,C[N]S(=O)(=O)c1ccccc1,1,CNS(=O)(=O)c1ccccc1,1,[CH2]OC,0,COC,0,16.09,16.00
N2-A1h-H1,C[N]S(=O)(=O)c1ccccc1,1,CNS(=O)(=O)c1ccccc1,1,[CH2]O,0,CO,0,16.88,17.00
N2-A1i-H1,C[N]S(=O)(=O)c1ccccc1,1,CNS(=O)(=O)c1ccccc1,1,[CH3],0,C,0,22.03,22.20
N2-A1j-H1,C[N]S(=O)(=O)c1ccccc1,1,CNS(=O)(=O)c1ccccc1,1,[CH2]Cl,0,CCl,0,22.41,22.60
N2-A1k-H1,C[N]S(=O)(=O)c1ccccc1,1,CNS(=O)(=O)c1ccccc1,1,[CH2]C(F)(F)F,0,CC(F)(F)F,0,27.14,27.20
N2-A1l-H1,C[N]S(=O)(=O)c1ccccc1,1,CNS(=O)(=O)c1ccccc1,1,[CH2]C(C)=O,0,CC(C)=O,0,22.84,22.90
N2-A1m-H1,C[N]S(=O)(=O)c1ccccc1,1,CNS(=O)(=O)c1ccccc1,1,[CH2]C(C)(C)C,0,CC(C)(C)C,0,20.94,20.70
N2-A1n-H1,C[N]S(=O)(=O)c1ccccc1,1,CNS(=O)(=O)c1ccccc1,1,[CH2]N(C)C,0,CN(C)C,0,9.86,9.60
N2-B1a-H1,C[N]S(=O)(=O)c1ccccc1,1,CNS(=O)(=O)c1ccccc1,1,C[CH]CC,1,CCCC,1,17.60,17.50
N2-B1a-H3,C[N]S(=O)(=O)c1ccccc1,1,CNS(=O)(=O)c1ccccc1,1,[CH2]CCC,0,CCCC,0,20.43,20.50
N2-B1b-H1,C[N]S(=O)(=O)c1ccccc1,1,CNS(=O)(=O)c1ccccc1,1,CC[CH]C#N,2,CCCC#N,2,21.33,21.20
N2-B1b-H2,C[N]S(=O)(=O)c1ccccc1,1,CNS(=O)(=O)c1ccccc1,1,C[CH]CC#N,1,CCCC#N,1,20.07,19.70
N2-B1b-H3,C[N]S(=O)(=O)c1ccccc1,1,CNS(=O)(=O)c1ccccc1,1,[CH2]CCC#N,0,CCCC#N,0,21.99,22.10
N2-B1c-H1,C[N]S(=O)(=O)c1ccccc1,1,CNS(=O)(=O)c1ccccc1,1,CC[CH]N,2,CCCN,2,12.87,13.00
N2-B1c-H2,C[N]S(=O)(=O)c1ccccc1,1,CNS(=O)(=O)c1ccccc1,1,C[CH]CN,1,CCCN,1,17.86,17.80
N2-B1c-H3,C[N]S(=O)(=O)c1ccccc1,1,CNS(=O)(=O)c1ccccc1,1,[CH2]CCN,0,CCCN,0,20.57,20.50
N2-B1d-H1,C[N]S(=O)(=O)c1ccccc1,1,CNS(=O)(=O)c1ccccc1,1,CC[CH][N+](=O)[O-],2,CCC[N+](=O)[O-],2,23.49,23.40
N2-B1d-H2,C[N]S(=O)(=O)c1ccccc1,1,CNS(=O)(=O)c1ccccc1,1,C[CH]C[N+](=O)[O-],1,CCC[N+](=O)[O-],1,20.93,20.70
N2-B1d-H3,C[N]S(=O)(=O)c1ccccc1,1,CNS(=O)(=O)c1ccccc1,1,[CH2]CC[N+](=O)[O-],0,CCC[N+](=O)[O-],0,22.57,22.90
N2-B1e-H1,C[N]S(=O)(=O)c1ccccc1,1,CNS(=O)(=O)c1ccccc1,1,CC[CH]SC,2,CCCSC,2,14.70,14.90
N2-B1e-H2,C[N]S(=O)(=O)c1ccccc1,1,CNS(=O)(=O)c1ccccc1,1,C[CH]CSC,1,CCCSC,1,19.44,19.90
N2-B1e-H3,C[N]S(=O)(=O)c1ccccc1,1,CNS(=O)(=O)c1ccccc1,1,[CH2]CCSC,0,CCCSC,0,20.94,21.30
N2-B1f-H1,C[N]S(=O)(=O)c1ccccc1,1,CNS(=O)(=O)c1ccccc1,1,CC[CH]OC,2,CCCOC,2,15.29,15.20
N2-B1f-H2,C[N]S(=O)(=O)c1ccccc1,1,CNS(=O)(=O)c1ccccc1,1,C[CH]COC,1,CCCOC,1,18.72,19.00
N2-B1f-H3,C[N]S(=O)(=O)c1ccccc1,1,CNS(=O)(=O)c1ccccc1,1,[CH2]CCOC,0,CCCOC,0,21.01,20.80
N2-B1h-H1,C[N]S(=O)(=O)c1ccccc1,1,CNS(=O)(=O)c1ccccc1,1,CC[CH]O,2,CCCO,2,15.62,16.00
N2-B1h-H2,C[N]S(=O)(=O)c1ccccc1,1,CNS(=O)(=O)c1ccccc1,1,C[CH]CO,1,CCCO,1,17.94,17.70
N2-B1h-H3,C[N]S(=O)(=O)c1ccccc1,1,CNS(=O)(=O)c1ccccc1,1,[CH2]CCO,0,CCCO,0,20.29,20.00
N2-B1j-H1,C[N]S(=O)(=O)c1ccccc1,1,CNS(=O)(=O)c1ccccc1,1,CC[CH]Cl,2,CCCCl,2,20.18,20.10
N2-B1j-H2,C[N]S(=O)(=O)c1ccccc1,1,CNS(=O)(=O)c1ccccc1,1,C[CH]CCl,1,CCCCl,1,20.02,20.30
N2-B1j-H3,C[N]S(=O)(=O)c1ccccc1,1,CNS(=O)(=O)c1ccccc1,1,[CH2]CCCl,0,CCCCl,0,21.59,21.70
N2-B1k-H1,C[N]S(=O)(=O)c1ccccc1,1,CNS(=O)(=O)c1ccccc1,1,CC[CH]C(F)(F)F,2,CCCC(F)(F)F,2,23.83,23.60
N2-B1k-H2,C[N]S(=O)(=O)c1ccccc1,1,CNS(=O)(=O)c1ccccc1,1,C[CH]CC(F)(F)F,1,CCCC(F)(F)F,1,20.32,20.40
N2-B1k-H3,C[N]S(=O)(=O)c1ccccc1,1,CNS(=O)(=O)c1ccccc1,1,[CH2]CCC(F)(F)F,0,CCCC(F)(F)F,0,21.94,22.20
N2-B1l-H1,C[N]S(=O)(=O)c1ccccc1,1,CNS(=O)(=O)c1ccccc1,1,CC[CH]C(C)=O,2,CCCC(C)=O,2,19.60,19.60
N2-B1l-H2,C[N]S(=O)(=O)c1ccccc1,1,CNS(=O)(=O)c1ccccc1,1,C[CH]CC(C)=O,1,CCCC(C)=O,1,19.10,19.10
N2-B1l-H3,C[N]S(=O)(=O)c1ccccc1,1,CNS(=O)(=O)c1ccccc1,1,[CH2]CCC(C)=O,0,CCCC(C)=O,0,20.91,20.90
N2-B1m-H1,C[N]S(=O)(=O)c1ccccc1,1,CNS(=O)(=O)c1ccccc1,1,CC[CH]C(C)(C)C,2,CCCC(C)(C)C,2,18.77,18.40
N2-B1m-H2,C[N]S(=O)(=O)c1ccccc1,1,CNS(=O)(=O)c1ccccc1,1,C[CH]CC(C)(C)C,1,CCCC(C)(C)C,1,18.05,17.70
N2-B1m-H3,C[N]S(=O)(=O)c1ccccc1,1,CNS(=O)(=O)c1ccccc1,1,[CH2]CCC(C)(C)C,0,CCCC(C)(C)C,0,20.57,20.70
N2-B1n-H1,C[N]S(=O)(=O)c1ccccc1,1,CNS(=O)(=O)c1ccccc1,1,CC[CH]N(C)C,2,CCCN(C)C,2,10.34,10.10
N2-B1n-H2,C[N]S(=O)(=O)c1ccccc1,1,CNS(=O)(=O)c1ccccc1,1,C[CH]CN(C)C,1,CCCN(C)C,1,18.23,18.10
N2-B1n-H3,C[N]S(=O)(=O)c1ccccc1,1,CNS(=O)(=O)c1ccccc1,1,[CH2]CCN(C)C,0,CCCN(C)C,0,20.74,20.80
N2-B2a-H1,C[N]S(=O)(=O)c1ccccc1,1,CNS(=O)(=O)c1ccccc1,1,C[C](C)C,1,CC(C)C,1,15.98,16.00
N2-B2a-H2,C[N]S(=O)(=O)c1ccccc1,1,CNS(=O)(=O)c1ccccc1,1,[CH2]C(C)C,0,CC(C)C,0,20.65,20.50
N2-B2b-H1,C[N]S(=O)(=O)c1ccccc1,1,CNS(=O)(=O)c1ccccc1,1,C[C](C)C#N,1,CC(C)C#N,1,19.60,19.50
N2-B2b-H2,C[N]S(=O)(=O)c1ccccc1,1,CNS(=O)(=O)c1ccccc1,1,[CH2]C(C)C#N,0,CC(C)C#N,0,22.98,23.00
N2-B2c-H1,C[N]S(=O)(=O)c1ccccc1,1,CNS(=O)(=O)c1ccccc1,1,C[C](C)N,1,CC(C)N,1,12.80,13.70
N2-B2c-H2,C[N]S(=O)(=O)c1ccccc1,1,CNS(=O)(=O)c1ccccc1,1,[CH2]C(C)N,0,CC(C)N,0,21.29,21.10
N2-B2d-H1,C[N]S(=O)(=O)c1ccccc1,1,CNS(=O)(=O)c1ccccc1,1,C[C](C)[N+](=O)[O-],1,CC(C)[N+](=O)[O-],1,21.20,20.60
N2-B2d-H2,C[N]S(=O)(=O)c1ccccc1,1,CNS(=O)(=O)c1ccccc1,1,[CH2]C(C)[N+](=O)[O-],0,CC(C)[N+](=O)[O-],0,23.43,23.30
N2-B2e-H1,C[N]S(=O)(=O)c1ccccc1,1,CNS(=O)(=O)c1ccccc1,1,CS[C](C)C,2,CSC(C)C,2,13.96,13.70
N2-B2e-H2,C[N]S(=O)(=O)c1ccccc1,1,CNS(=O)(=O)c1ccccc1,1,[CH2]C(C)SC,0,CSC(C)C,3,21.08,20.90
N2-B2f-H1,C[N]S(=O)(=O)c1ccccc1,1,CNS(=O)(=O)c1ccccc1,1,CO[C](C)C,2,COC(C)C,2,14.05,14.10
N2-B2f-H2,C[N]S(=O)(=O)c1ccccc1,1,CNS(=O)(=O)c1ccccc1,1,[CH2]C(C)OC,0,COC(C)C,3,21.46,21.40
N2-B2h-H1,C[N]S(=O)(=O)c1ccccc1,1,CNS(=O)(=O)c1ccccc1,1,C[C](C)O,1,CC(C)O,1,14.07,13.90
N2-B2h-H2,C[N]S(=O)(=O)c1ccccc1,1,CNS(=O)(=O)c1ccccc1,1,[CH2]C(C)O,0,CC(C)O,0,21.02,20.70
N2-B2j-H1,C[N]S(=O)(=O)c1ccccc1,1,CNS(=O)(=O)c1ccccc1,1,C[C](C)Cl,1,CC(C)Cl,1,18.90,19.00
N2-B2j-H2,C[N]S(=O)(=O)c1ccccc1,1,CNS(=O)(=O)c1ccccc1,1,[CH2]C(C)Cl,0,CC(C)Cl,0,23.15,23.60
N2-B2k-H1,C[N]S(=O)(=O)c1ccccc1,1,CNS(=O)(=O)c1ccccc1,1,C[C](C)C(F)(F)F,1,CC(C)C(F)(F)F,1,21.55,21.40
N2-B2k-H2,C[N]S(=O)(=O)c1ccccc1,1,CNS(=O)(=O)c1ccccc1,1,[CH2]C(C)C(F)(F)F,0,CC(C)C(F)(F)F,0,23.36,23.60
N2-B2l-H1,C[N]S(=O)(=O)c1ccccc1,1,CNS(=O)(=O)c1ccccc1,1,C[C](C)C(C)=O,1,CC(=O)C(C)C,3,17.90,18.10
N2-B2l-H2,C[N]S(=O)(=O)c1ccccc1,1,CNS(=O)(=O)c1ccccc1,1,[CH2]C(C)C(C)=O,0,CC(=O)C(C)C,4,21.18,21.40
N2-B2m-H1,C[N]S(=O)(=O)c1ccccc1,1,CNS(=O)(=O)c1ccccc1,1,C[C](C)C(C)(C)C,1,CC(C)C(C)(C)C,1,16.54,16.40
N2-B2m-H2,C[N]S(=O)(=O)c1ccccc1,1,CNS(=O)(=O)c1ccccc1,1,[CH2]C(C)C(C)(C)C,0,CC(C)C(C)(C)C,0,20.39,20.20
