reaction,DGdd_true,AR_smiles,AR_atom,AH_smiles,AH_atom,BR_smiles,BR_atom,BH_smiles,BH_atom
S2-B1k-H3,24.9,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,[CH2]CCC(F)(F)F,0,CCCC(F)(F)F,0
S2-B1l-H1,20.9,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,CC[CH]C(C)=O,2,CCCC(C)=O,2
S2-B1l-H2,20.6,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,C[CH]CC(C)=O,1,CCCC(C)=O,1
S2-B1l-H3,23.3,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,[CH2]CCC(C)=O,0,CCCC(C)=O,0
S2-B1m-H1,21.8,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,CC[CH]C(C)(C)C,2,CCCC(C)(C)C,2
S2-B1m-H2,20,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,C[CH]CC(C)(C)C,1,CCCC(C)(C)C,1
S2-B1m-H3,22.9,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,[CH2]CCC(C)(C)C,0,CCCC(C)(C)C,0
S2-B1n-H1,10.2,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,CC[CH]N(C)C,2,CCCN(C)C,2
S2-B1n-H2,20.9,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,C[CH]CN(C)C,1,CCCN(C)C,1
S2-B1n-H3,23.5,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,[CH2]CCN(C)C,0,CCCN(C)C,0
S2-B2a-H1,17.5,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,C[C](C)C,1,CC(C)C,1
S2-B2a-H2,23.4,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,[CH2]C(C)C,0,CC(C)C,0
S2-B2b-H1,19.5,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,C[C](C)C#N,1,CC(C)C#N,1
S2-B2b-H2,25.5,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,[CH2]C(C)C#N,0,CC(C)C#N,0
S2-B2c-H1,9.7,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,C[C](C)N,1,CC(C)N,1
S2-B2c-H2,24.9,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,[CH2]C(C)N,0,CC(C)N,0
S2-B2d-H1,21.8,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,C[C](C)[N+](=O)[O-],1,CC(C)[N+](=O)[O-],1
S2-B2d-H2,27,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,[CH2]C(C)[N+](=O)[O-],0,CC(C)[N+](=O)[O-],0
S2-B2e-H1,15,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,CS[C](C)C,2,CSC(C)C,2
S2-B2e-H2,24.3,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,[CH2]C(C)SC,0,CSC(C)C,3
S2-B2f-H1,14.6,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,CO[C](C)C,2,COC(C)C,2
S2-B2f-H2,24.9,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,[CH2]C(C)OC,0,COC(C)C,3
S2-B2g-H2,26.6,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,[CH2]C(C)(OC)OC,0,COC(C)(C)OC,3
S2-B2h-H1,13.9,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,C[C](C)O,1,CC(C)O,1
S2-B2h-H2,24,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,[CH2]C(C)O,0,CC(C)O,0
S2-B2j-H1,20.4,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,C[C](C)Cl,1,CC(C)Cl,1
S2-B2j-H2,25.4,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,[CH2]C(C)Cl,0,CC(C)Cl,0
S2-B2k-H1,23.6,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,C[C](C)C(F)(F)F,1,CC(C)C(F)(F)F,1
S2-B2k-H2,26,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,[CH2]C(C)C(F)(F)F,0,CC(C)C(F)(F)F,0
S2-B2l-H1,16.2,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,C[C](C)C(C)=O,1,CC(=O)C(C)C,3
S2-B2l-H2,23.6,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,[CH2]C(C)C(C)=O,0,CC(=O)C(C)C,4
S2-B2m-H1,19.3,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,C[C](C)C(C)(C)C,1,CC(C)C(C)(C)C,1
S2-B2m-H2,23.4,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,[CH2]C(C)C(C)(C)C,0,CC(C)C(C)(C)C,0
S2-B2n-H1,11.1,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,C[C](C)N(C)C,1,CC(C)N(C)C,1
S2-B2n-H2,23.8,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,[CH2]C(C)N(C)C,0,CC(C)N(C)C,0
S2-C1a-H1,14.8,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,C=C[CH]C,2,C=CCC,2
S2-C1b-H1,18.6,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,C=C[CH]C#N,2,C=CCC#N,2
S2-C1c-H1,10,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,C=C[CH]N,2,C=CCN,2
S2-C1d-H1,21,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,C=C[CH][N+](=O)[O-],2,C=CC[N+](=O)[O-],2
S2-C1e-H1,14.4,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,C=C[CH]SC,2,C=CCSC,2
S2-C1f-H1,12.7,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,C=C[CH]OC,2,C=CCOC,2
S2-C1g-H1,16.2,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,[CH2]C=C(OC)OC,0,CC=C(OC)OC,0
S2-C1h-H1,12.2,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,C=C[CH]O,2,C=CCO,2
S2-C1i-H1,18.2,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,[CH2]C=C,0,C=CC,2
S2-C1j-H1,17.7,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,C=C[CH]Cl,2,C=CCCl,2
S2-C1k-H1,21,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,C=C[CH]C(F)(F)F,2,C=CCC(F)(F)F,2
S2-C1l-H1,15.6,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,C=C[CH]C(C)=O,2,C=CCC(C)=O,2
S2-C1m-H1,16.9,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,C=C[CH]C(C)(C)C,2,C=CCC(C)(C)C,2
S2-C1n-H1,6.8,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,C=C[CH]N(C)C,2,C=CCN(C)C,2
S2-D1a-H1,13.9,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,C=C[C](C)C,2,C=CC(C)C,2
S2-D1b-H1,17.1,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,C=C[C](C)C#N,2,C=CC(C)C#N,2
S2-D1c-H1,8.6,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,C=C[C](C)N,2,C=CC(C)N,2
S2-D1d-H1,19.6,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,C=C[C](C)[N+](=O)[O-],2,C=CC(C)[N+](=O)[O-],2
S2-D1e-H1,13.7,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,C=C[C](C)SC,2,C=CC(C)SC,2
S2-D1f-H1,11.1,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,C=C[C](C)OC,2,C=CC(C)OC,2
S2-D1h-H1,10.7,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,C=C[C](C)O,2,C=CC(C)O,2
S2-D1j-H1,17.7,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,C=C[C](C)Cl,2,C=CC(C)Cl,2
S2-D1k-H1,19.9,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,C=C[C](C)C(F)(F)F,2,C=CC(C)C(F)(F)F,2
S2-D1l-H1,14.9,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,C=C[C](C)C(C)=O,2,C=CC(C)C(C)=O,2
S2-D1m-H1,16.4,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,C=C[C](C)C(C)(C)C,2,C=CC(C)C(C)(C)C,2
S2-D1n-H1,8.7,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,C=C[C](C)N(C)C,2,C=CC(C)N(C)C,2
S2-E1a-H1,17.4,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,C#C[CH]C,2,C#CCC,2
S2-E1b-H1,21.6,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,C#C[CH]C#N,2,C#CCC#N,2
S2-E1c-H1,11.9,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,C#C[CH]N,2,C#CCN,2
S2-E1d-H1,23.3,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,C#C[CH][N+](=O)[O-],2,C#CC[N+](=O)[O-],2
S2-E1e-H1,14.7,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,C#C[CH]SC,2,C#CCSC,2
S2-E1f-H1,14.8,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,C#C[CH]OC,2,C#CCOC,2
S2-E1g-H1,14.4,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,C#C[C](OC)OC,2,C#CC(OC)OC,2
S2-E1h-H1,15.3,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,C#C[CH]O,2,C#CCO,2
S2-E1i-H1,20.6,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,C#C[CH2],2,C#CC,2
S2-E1j-H1,20,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,C#C[CH]Cl,2,C#CCCl,2
S2-E1k-H1,22.9,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,C#C[CH]C(F)(F)F,2,C#CCC(F)(F)F,2
S2-E1l-H1,18.5,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,C#C[CH]C(C)=O,2,C#CCC(C)=O,2
S2-E1m-H1,18.2,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,C#C[CH]C(C)(C)C,2,C#CCC(C)(C)C,2
S2-E1n-H1,9,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,C#C[CH]N(C)C,2,C#CCN(C)C,2
S2-F1a-H1,14.7,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,C[C](C)c1ccccc1,1,CC(C)c1ccccc1,1
S2-F1b-H1,18.2,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,C[C](C#N)c1ccccc1,1,CC(C#N)c1ccccc1,1
S2-F1c-H1,9.4,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,C[C](N)c1ccccc1,1,CC(N)c1ccccc1,1
S2-F1d-H1,23.3,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,C[C](c1ccccc1)[N+](=O)[O-],1,CC(c1ccccc1)[N+](=O)[O-],1
S2-F1e-H1,15.4,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,CS[C](C)c1ccccc1,2,CSC(C)c1ccccc1,2
S2-F1f-H1,12.3,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,CO[C](C)c1ccccc1,2,COC(C)c1ccccc1,2
S2-F1h-H1,12.5,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,C[C](O)c1ccccc1,1,CC(O)c1ccccc1,1
S2-F1j-H1,19,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,C#C[C](C)Cl,2,C#CC(C)Cl,2
S2-F1k-H1,23,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,C#C[C](C)C(F)(F)F,2,C#CC(C)C(F)(F)F,2
S2-F1l-H1,19.3,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,C#C[C](C)C(C)=O,2,C#CC(C)C(C)=O,2
S2-F1m-H1,19.8,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,C[C](c1ccccc1)C(C)(C)C,1,CC(c1ccccc1)C(C)(C)C,1
S2-F1n-H1,11.7,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,C[C](c1ccccc1)N(C)C,1,CC(c1ccccc1)N(C)C,1
S2-G1a-H1,16.3,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,C[CH]c1ccccc1,1,CCc1ccccc1,1
S2-G1b-H1,19.5,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,N#C[CH]c1ccccc1,2,N#CCc1ccccc1,2
S2-G1c-H1,10.1,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,N[CH]c1ccccc1,1,NCc1ccccc1,1
S2-G1d-H1,23.5,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,O=[N+]([O-])[CH]c1ccccc1,3,O=[N+]([O-])Cc1ccccc1,3
S2-G1e-H1,14.6,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,CS[CH]c1ccccc1,2,CSCc1ccccc1,2
S2-G1f-H1,13.2,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,CO[CH]c1ccccc1,2,COCc1ccccc1,2
S2-G1g-H1,17.6,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,CO[C](OC)c1ccccc1,2,COC(OC)c1ccccc1,2
S2-G1h-H1,12.4,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,O[CH]c1ccccc1,1,OCc1ccccc1,1
S2-G1i-H1,18.9,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,[CH2]c1ccccc1,0,Cc1ccccc1,0
S2-G1j-H1,18.8,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,Cl[CH]c1ccccc1,1,ClCc1ccccc1,1
S2-G1k-H1,23.9,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,FC(F)(F)[CH]c1ccccc1,4,FC(F)(F)Cc1ccccc1,4
S2-G1l-H1,19.2,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,CC(=O)[CH]c1ccccc1,3,CC(=O)Cc1ccccc1,3
S2-G1m-H1,20.2,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,CC(C)(C)[CH]c1ccccc1,4,CC(C)(C)Cc1ccccc1,4
S2-G1n-H1,10.8,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,CN(C)[CH]c1ccccc1,3,CN(C)Cc1ccccc1,3
S2-H1a-H1,16,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,C#C[C](C)C,2,C#CC(C)C,2
S2-H1b-H1,18,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,C#C[C](C)C#N,2,C#CC(C)C#N,2
S2-H1c-H1,10.2,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,C#C[C](C)N,2,C#CC(C)N,2
S2-H1d-H1,20,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,C#C[C](C)[N+](=O)[O-],2,C#CC(C)[N+](=O)[O-],2
S2-H1e-H1,14.7,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,C#C[C](C)SC,2,C#CC(C)SC,2
S2-H1f-H1,14.6,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,C#C[C](C)OC,2,C#CC(C)OC,2
S2-H1h-H1,15.2,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,C#C[C](C)O,2,C#CC(C)O,2
S2-H1j-H1,18.7,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,C[C](Cl)c1ccccc1,1,CC(Cl)c1ccccc1,1
S2-H1k-H1,21.8,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,C[C](c1ccccc1)C(F)(F)F,1,CC(c1ccccc1)C(F)(F)F,1
S2-H1l-H1,16.3,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,C[C](C(C)=O)c1ccccc1,1,CC(=O)C(C)c1ccccc1,3
S2-H1m-H1,17.8,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,C#C[C](C)C(C)(C)C,2,C#CC(C)C(C)(C)C,2
S2-H1n-H1,10.7,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,C#C[C](C)N(C)C,2,C#CC(C)N(C)C,2
S2-I1a-H1,11.7,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,CC[C]=O,2,CCC=O,2
S2-I1b-H1,16.1,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,N#CC[C]=O,3,N#CCC=O,3
S2-I1c-H1,10.8,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,NC[C]=O,2,NCC=O,2
S2-I1d-H1,16.8,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,O=[C]C[N+](=O)[O-],1,O=CC[N+](=O)[O-],1
S2-I1e-H1,13.8,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,CSC[C]=O,3,CSCC=O,3
S2-I1f-H1,13.8,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,COC[C]=O,3,COCC=O,3
S2-I1h-H1,12.3,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,O=[C]CO,1,O=CCO,1
S2-I1j-H1,15,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,O=[C]CCl,1,O=CCCl,1
S2-I1k-H1,15.3,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,O=[C]CC(F)(F)F,1,O=CCC(F)(F)F,1
S2-I1l-H1,14.7,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,CC(=O)C[C]=O,4,CC(=O)CC=O,4
S2-I1m-H1,12.1,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,CC(C)(C)C[C]=O,5,CC(C)(C)CC=O,5
S2-I1n-H1,10.6,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,CN(C)C[C]=O,4,CN(C)CC=O,4
S2-J1a-H1,15.9,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,Cc1ccc([C]=O)cc1,5,Cc1ccc(C=O)cc1,5
S2-J1b-H1,17.4,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,N#Cc1ccc([C]=O)cc1,6,N#Cc1ccc(C=O)cc1,6
S2-J1c-H1,14.6,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,Nc1ccc([C]=O)cc1,5,Nc1ccc(C=O)cc1,5
S2-J1d-H1,17.5,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,O=[C]c1ccc([N+](=O)[O-])cc1,1,O=Cc1ccc([N+](=O)[O-])cc1,1
S2-J1e-H1,16,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,CSc1ccc([C]=O)cc1,6,CSc1ccc(C=O)cc1,6
S2-J1f-H1,15.5,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,COc1ccc([C]=O)cc1,6,COc1ccc(C=O)cc1,6
S2-J1h-H1,15.6,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,O=[C]c1ccc(O)cc1,1,O=Cc1ccc(O)cc1,1
S2-J1i-H1,16.2,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,O=[C]c1ccccc1,1,O=Cc1ccccc1,1
S2-J1j-H1,16.7,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,O=[C]c1ccc(Cl)cc1,1,O=Cc1ccc(Cl)cc1,1
S2-J1k-H1,17.5,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,O=[C]c1ccc(C(F)(F)F)cc1,1,O=Cc1ccc(C(F)(F)F)cc1,1
S2-J1l-H1,16.6,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,CC(=O)c1ccc([C]=O)cc1,7,CC(=O)c1ccc(C=O)cc1,7
S2-J1m-H1,16.2,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,CC(C)(C)c1ccc([C]=O)cc1,8,CC(C)(C)c1ccc(C=O)cc1,8
S2-J1n-H1,14.4,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,CN(C)c1ccc([C]=O)cc1,7,CN(C)c1ccc(C=O)cc1,7
S2-SI1-H1,11.9,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,C[C]=O,1,CC=O,1
S2-SI2-H1,12.4,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,CC(C)[C]=O,3,CC(C)C=O,3
S2-SI3-H1,12.6,CC(C)[Si]([S])(C(C)C)C(C)C,4,CC(C)[Si](S)(C(C)C)C(C)C,4,CC(C)(C)[C]=O,4,CC(C)(C)C=O,4
S3-A1a-H1,21.6,FC(F)(F)C[S],5,FC(F)(F)CS,5,[CH2]C,0,CC,0
S3-A1b-H1,26.5,FC(F)(F)C[S],5,FC(F)(F)CS,5,[CH2]C#N,0,CC#N,0
S3-A1c-H1,13,FC(F)(F)C[S],5,FC(F)(F)CS,5,[CH2]N,0,CN,0
S3-A1d-H1,30.4,FC(F)(F)C[S],5,FC(F)(F)CS,5,[CH2][N+](=O)[O-],0,C[N+](=O)[O-],0
S3-A1e-H1,16.5,FC(F)(F)C[S],5,FC(F)(F)CS,5,[CH2]SC,0,CSC,0
S3-A1f-H1,17.1,FC(F)(F)C[S],5,FC(F)(F)CS,5,[CH2]OC,0,COC,0
